id,shortname,name,party,active,education,birthdate,occupation,current_jobs,jobs,commissions,mandates,awards,url,scrape_date
52,Fernando Santos Pereira,Nome Completo,PSD,False,Licenciatura em Direito; Pós-graduação em Direito da Medicina(Faculdade de Direito da Universidade de Coimbra); Pós-graduação em Direito das Autarquias Locais (Faculdade de Direito da Universidade de Lisboa); Pós-Graduação em Direito da Comunicação Social (Faculdade de Direito da Universidade de Lisboa),Data de Nascimento,Advogado; Docente Universitário,"Deputado na X legislatura;; Secretário da Mesa da Assembleia da República;; Membro da Comissão Permanente da Assembleia da República;; Membro da Assembleia Parlamentar do Conselho da Europa;; Membro da Assembleia da União da Europa Ocidental;; Membro da Comissão de Obras Públicas, Transportes e Comunicações;; Membro da Subcomissão de Segurança Rodoviária;; Membro da Assembleia Municipal de Barcelos;; Membro da Direcção do Grupo Parlamentar do PSD;","Deputado à Assembleia da República nas VI, VII, VIII e IX Legislaturas;; Membro das Comissões Parlamentares de Camarate, Timor Leste, Negócios Estrangeiros, Equipamento Social e Administração  do Território, Poder Local e Ambiente, Economia e Finanças;; Vereador da Câmara Municipal de Barcelos com os Pelouros de Planeamento e Gestão Urbanística, Freguesias, Fiscalização e Coimas, Ambiente, Juventude e Jardins e Espaços Verdes;; Membro do Conselho Pedagógico da Universidade Internacional;; Membro de várias Associações Locais e Nacionais.",,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=52,2014-11-18T23:03:51.889199
53,Filipe Abreu,Nome Completo,PSD,False,,Data de Nascimento,COMERCIO DE ARTE,,MEMBRO; VEREADOR; MEMBRO; PRESIDENTE; VICE-PRESIDENTE; VOGAL; MEMBRO; VICE-PRESIDENTE; VOGAL; DEPUTADO - V LEGISLATURA; MEMBRO; MEMBRO; MEMBRO; PRESIDENTE,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=53,2014-11-18T23:03:52.015051
54,Antunes da Silva,Nome Completo,PSD,False,,Data de Nascimento,ADVOGADO,,"SECRETARIO-GERAL; SECRETARIO-GERAL; GESTOR PUBLICO; ADMINISTRADOR DE EMPRESAS; ADVOGADO; MEMBRO; MONITOR; DIRIGENTE ASSOCIATIVO; DEPUTADO - III, IV E V LEGISLATURAS; VICE-PRESIDENTE; MEMBRO; EMPREGADO BANCARIO",,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=54,2014-11-18T23:03:52.139024
55,Francisco Bernardino Silva,Nome Completo,PSD,False,,Data de Nascimento,ENGENHEIRO AGRONOMO,,DEPUTADO - IV E V LEGISLATURAS; TECNICO; MEMBRO; VEREADOR,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=55,2014-11-18T23:03:52.310504
56,Guido Rodrigues,Nome Completo,PSD,False,,Data de Nascimento,ENGENHEIRO,,VICE-PRESIDENTE; DIRECTOR-GERAL; ASSISTENTE; DIRECTOR; ADMINISTRADOR; COORDENADOR; ENGENHEIRO CONSULTOR; REPRESENTANTE EM PORTUGAL; VOGAL; CONSULTOR; CONSULTOR; TECNICO AVALIADOR; MEMBRO; DEPUTADO; MEMBRO; MEMBRO; MEMBRO; MEMBRO; VICE-PRESIDENTE; COORDENADOR; PRESIDENTE; ADMINISTRADOR; MEMBRO,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=56,2014-11-18T23:03:52.446095
57,Hilário Marques,Nome Completo,PSD,False,,Data de Nascimento,GERENTE BANCARIO,,PRESIDENTE; DEPUTADO - V LEGISLATURA; PRESIDENTE; VICE-PRESIDENTE,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=57,2014-11-18T23:03:52.564074
58,Isilda Martins,Nome Completo,PSD,False,,Data de Nascimento,PROFESSORA DO ENSINO SECUNDARIO,,VEREADORA; VOGAL; VICE-REITORA; DELEGADA REGIONAL; DIRECTORA; VOGAL,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=58,2014-11-18T23:03:52.681951
59,Jaime Soares,Nome Completo,PSD,False,Frequencia 2.º Ano de Direito,Data de Nascimento,Presidente de Câmara,Deputado na X Legislatura;; Membro do Conselho Nacional do PSD; Presidente da Comissão Política Concelhia de Vila Nova de Poiares. ; Presidente da Câmara Municipal de Vila Nova de Poiares;; Vice-Presidente da Comissão Política Distrital de Coimbra do PSD,Deputado em várias Legislaturas (desde 1979) e Presidente da Câmara Municipal de Vila Nova de Poiares.,,,Militares e dos Bombeiros Portugueses,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=59,2014-11-18T23:03:52.803522
60,Jaime Milhomens,Nome Completo,PSD,False,,Data de Nascimento,ESTUDANTE,,DEPUTADO - V LEGISLATURA; CONSELHEIRO,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=60,2014-11-18T23:03:52.916849
61,João Granja,Nome Completo,PSD,False,,Data de Nascimento,ESTUDANTE,,VICE-PRESIDENTE; MEMBRO; PRESIDENTE; MEMBRO,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=61,2014-11-18T23:03:53.033299
62,João Poças Santos,Nome Completo,PSD,False,,Data de Nascimento,ADVOGADO,,DEPUTADO - IV E V LEGISLATURAS; MEMBRO; MEMBRO; MEMBRO; MEMBRO; VOGAL; PRESIDENTE; PRESIDENTE DA MESA; PRESIDENTE; MEMBRO; VOGAL; VOGAL; VICE-PRESIDENTE; PRESIDENTE; PRESIDENTE; MEMBRO,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=62,2014-11-18T23:03:53.156746
63,João Salgado,Nome Completo,PSD,False,,Data de Nascimento,DEPUTADO,,"DEPUTADO - II, III E IV LEGISLATURAS; VICE SECRETARIO; PRESIDENTE; ESCRIVAO DE DIREITO; CHEFE DE GABINETE; CHEFE DE SECRETARIA; ADJUNTO",,,LOUVORES MILITARES E DE GABINETES MINISTRAIS,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=63,2014-11-18T23:03:53.275987
64,João Gouveia,Nome Completo,PSD,False,,Data de Nascimento,PROFESSOR DO ENSINO SECUNDARIO,,MEMBRO; DEPUTADO; TECNICO; TECNICO; GESTOR,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=64,2014-11-18T23:03:53.391143
65,João Granja da Fonseca,Nome Completo,PSD,False,,Data de Nascimento,ADVOGADO,,MEMBRO; MEMBRO,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=65,2014-11-18T23:03:53.508045
66,João Matos,Nome Completo,PSD,False,,Data de Nascimento,ENGENHEIRO,,DEPUTADO - IV E V LEGISLATURAS; ASSESSOR TECNICO; VICE PRESIDENTE; MEMBRO; MEMBRO; MEMBRO; VICE PRESIDENTE; MEMBRO; MEMBRO; MEMBRO; PRESIDENTE; FUNDADOR; VICE PRESIDENTE; DIRECTOR; RESPONSAVEL TECNICO; VEREADOR,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=66,2014-11-18T23:03:53.631375
67,João Maçãs,Nome Completo,PSD,False,,Data de Nascimento,ENGENHEIRO TECNICO AGRARIO,,TECNICO; PRESIDENTE; DEPUTADO - V LEGISLATURA; DIRECTOR REGIONAL; MEMBRO; SECRETARIO DE ESTADO,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=67,2014-11-18T23:03:53.751375
68,João Mota,Nome Completo,PSD,False,,Data de Nascimento,PROFESSOR DE EDUCAÇAO FISICA,,MEMBRO; MEMBRO; DIRECTOR TECNICO; TREINADOR NACIONAL DE FUTEBOL; PROFESSOR DE EDUCAÇAO FISICA; TECNICO; PREPARADOR TECNICO ADJUNTO,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=68,2014-11-18T23:03:53.869175
69,João Oliveira Martins,Nome Completo,PSD,False,,Data de Nascimento,ENGENHEIRO,,ADMINISTRADOR; DIRECTOR GERAL; CONSULTOR TECNICO; PRESIDENTE; MEMBRO; SECRETARIO DE ESTADO; BASTONARIO DA ORDEM DOS ENGENHEIROS; MINISTRO; PRESIDENTE,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=69,2014-11-18T23:03:53.988999
70,Cardoso Martins,Nome Completo,PSD,False,,Data de Nascimento,ADVOGADO,,PRESIDENTE; BANCARIO; VOGAL; PRESIDENTE; ASSESSOR; ADVOGADO,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=70,2014-11-18T23:03:54.105307
71,Eduardo Gomes,Nome Completo,PSD,False,,Data de Nascimento,EMPREGADO BANCARIO,,DIRIGENTE,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=71,2014-11-18T23:03:54.220066
72,Cabrita Neto,Nome Completo,PSD,False,,Data de Nascimento,ADMINISTRADOR DE EMPRESAS,,PRESIDENTE; DEPUTADO - I E II LEGISLATURAS; VEREADOR; DIRIGENTE; DIRIGENTE; GOVERNADOR CIVIL,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=72,2014-11-18T23:03:54.337440
73,Fernandes Marques,Nome Completo,PSD,False,,Data de Nascimento,ASSESSOR,,DIRECTOR-GERAL; PRESIDENTE; SECRETARIO DE ESTADO; SECRETARIO DE ESTADO; MEMBRO; PRESIDENTE; MEMBRO; MEMBRO; MEMBRO; VICE PRESIDENTE,,,MEDALHA DAS CAMPANHAS DE AFRICA,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=73,2014-11-18T23:03:54.458955
74,Joaquim Vilela Araújo,Nome Completo,PSD,False,,Data de Nascimento,ENFERMEIRO - PROFESSOR,,SECRETARIO NACIONAL; MEMBRO; DEPUTADO; PRESIDENTE; VOGAL,,,ALGUNS NO SERVIÇO MILITAR E NO SERVIÇO OFICIAL CIVIL,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=74,2014-11-18T23:03:54.574921
75,Jorge Roque Cunha,Nome Completo,PSD,False,,Data de Nascimento,MEDICO,,MEMBRO; FUNDADOR; PRESIDENTE; COORDENADOR; PRESIDENTE; VICE PRESIDENTE; PRESIDENTE; MEMBRO; MEMBRO FUNDADOR; VOGAL,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=75,2014-11-18T23:03:54.696486
76,José Puig,Nome Completo,PSD,False,,Data de Nascimento,ADVOGADO,,DEPUTADO - V LEGISLATURA,,,ORDEM DE S. SILVESTRE,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=76,2014-11-18T23:03:54.811440
77,José Cesário,Nome Completo,PSD,False,Licenciatura em Administração e Gestão Escolar,Data de Nascimento,Professor do Ensino Básico,Deputado na X Legislatura;; Membro do Forum Parlamentar Ibero-Americano;; Presidente do Grupo Parlamentar de Amizade Portugal-Argentina;; Membro da Assembleia Municipal de Cinfães;; Presidente da Comissão Política Distrital de Viseu do PSD;; Membro do Conselho Nacional do PSD.,"Secretário da Mesa da Assembleia da República na VIII Legislatura;; Secretário da Mesa da Assembleia da República na VI Legislatura;; Secretário de Estado da Administração Local no XVI Governo Constitucional;; Secretário de Estado das Comunidades Portuguesas no XV Governo Constitucional;; Deputado à Assembleia da República nas III,IV,V,VI, VII, VIII e IX Legislaturas;; Presidente da Sub-Comissão Parlamentar de Desporto na VI Legislatura;; Membro da Assembleia Municipal de Viseu e de Cinfães;; Vogal da Comissão Política da JSD;; Secretário-Geral Adjunto do PSD;; Membro da Direcção do Sindicato de Professores da Zona Centro e fundador da Associação Nacional de Professores do Ensino Básico.",,,Grã-Cruz da Ordem do Cruzeiro do Sul da República Federativa do Brasil,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=77,2014-11-18T23:03:55.003265
78,Pacheco Pereira,Nome Completo,PSD,False,Licenciatura em Filosofia,Data de Nascimento,DOCENTE UNIVERSITÁRIO,,"Deputado na V, VI e VII Legislatura; Vice-Presidente da Comissão Política Nacional do PSD; Membro do Conselho Nacional do PSD; Presidente da Comissão Política Distrital de Lisboa do PSD; Deputado ao Parlamento Europeu",,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=78,2014-11-18T23:03:55.128972
79,Ângelo Correia,Nome Completo,PSD,False,,Data de Nascimento,ADMINISTRADOR DE EMPRESAS PRIVADAS,GESTOR,"MINISTRO DA ADMINISTRAÇAO INTERNA; PRESIDENTE; DEPUTADO - II, III, IV E V LEGISLATURAS; VICE PRESIDENTE; VICE PRESIDENTE; PRESIDENTE",,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=79,2014-11-18T23:03:55.248576
80,Peixoto Lima,Nome Completo,PSD,False,,Data de Nascimento,FUNCIONARIO PUBLICO,,TECNICO SUPERIOR; TECNICO; MEMBRO; FUNDADOR; FUNDADOR,,,LOUVOR (SERVIÇO MILITAR),http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=80,2014-11-18T23:03:55.364532
81,Silva Marques,Nome Completo,PSD,False,,Data de Nascimento,GESTOR,,PRESIDENTE; GOVERNADOR CIVIL; VICE PRESIDENTE; VICE PRESIDENTE; PRESIDENTE,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=81,2014-11-18T23:03:55.484186
82,Falcão e Cunha,Nome Completo,PSD,False,,Data de Nascimento,ENGENHEIRO CIVIL,,SECRETARIO DE ESTADO,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=82,2014-11-18T23:03:55.598850
83,José Costa Leite,Nome Completo,PSD,False,,Data de Nascimento,PROFESSOR DO ENSINO SECUNDARIO,,ASSESSOR; MEMBRO; PRESIDENTE; ADJUNTO,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=83,2014-11-18T23:03:55.717468
84,Reis Leite,Nome Completo,PSD,False,,Data de Nascimento,PROFESSOR ENSINO SECUNDARIO,,PROFESSOR; SECRETARIO REGIONAL; DEPUTADO; PRESIDENTE; DEPUTADO,,,GRA-CRUZ DA ORDEM DO INFANTE D. HENRIQUE,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=84,2014-11-18T23:03:55.834956
85,José Júlio Ribeiro,Nome Completo,PSD,False,,Data de Nascimento,ASSISTENTE DE INVESTIGAÇAO AGRARIA,,PRESIDENTE; DEPUTADO - I LEGISLATURA; ASSISTENTE; PRESIDENTE,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=85,2014-11-18T23:03:55.953601
86,José Piedade,Nome Completo,PSD,False,,Data de Nascimento,ENGENHEIRO TECNICO AGRARIO,,,,,DIVERSAS DA ACTIVIDADE PROFISSIONAL; LOUVOR MILITAR,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=86,2014-11-18T23:03:56.067011
87,Leite Machado,Nome Completo,PSD,False,,Data de Nascimento,CONSELHEIRO DE INFORMAÇAO E ORIENTAÇAO PROFISSIONAL,,CONSELHEIRO; DIRECTOR; VICE COORDENADOR; DEPUTADO - V LEGISLATURA; SECRETARIO; DEPUTADO - II LEGISLATURA,,,LOUVOR (SERVIÇO MILITAR),http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=87,2014-11-18T23:03:56.185622
88,Macário Correia,Nome Completo,PSD,False,,Data de Nascimento,ASSISTENTE UNIVERSITARIO,,SECRETARIO DE ESTADO DO AMBIENTE; PRESIDENTE; VICE PRESIDENTE,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=88,2014-11-18T23:03:56.301113
89,José Meireles,Nome Completo,PSD,False,,Data de Nascimento,FUNCIONARIO PUBLICO,,ADJUNTO,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=89,2014-11-18T23:03:56.414180
90,José Silva Costa,Nome Completo,PSD,False,,Data de Nascimento,PROFESSOR,,PRESIDENTE; VOGAL; PRESIDENTE; PRESIDENTE,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=90,2014-11-18T23:03:56.530644
91,José Mário Gaspar,Nome Completo,PSD,False,,Data de Nascimento,BANCARIO,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=91,2014-11-18T23:03:56.642857
92,Oliveira Costa,Nome Completo,PSD,False,,Data de Nascimento,ECONOMISTA,,SECRETARIO DE ESTADO; DIRECTOR; VICE PRESIDENTE; VICE PRESIDENTE; PRESIDENTE,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=92,2014-11-18T23:03:56.761302
93,Pereira Lopes,Nome Completo,PSD,False,,Data de Nascimento,PROFESSOR,,"MEMBRO; DEPUTADO - III, IV E V LEGISLATURAS; PRESIDENTE",,,COMENDADOR - MERITO INDUSTRIAL,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=93,2014-11-18T23:03:56.875968
94,Leonardo Ribeiro de Almeida,Nome Completo,PSD,False,,Data de Nascimento,ADVOGADO,,"PRESIDENTE; PRESIDENTE INTERINO; CONSELHEIRO DE ESTADO; MEMBRO; MINISTRO; PRESIDENTE; PRESIDENTE; VOGAL; PRESIDENTE; PRESIDENTE; DEPUTADO - CONSTITUINTE; DEPUTADO - II, III LEGISLATURAS; DEPUTADO - V LEGISLATURA; PRESIDENTE DA MESA",,,"GRA-CRUZ DA ORDEM DE CRISTO; DO MERITO ALEMAO; DA ORDEM DEL SOL, DO PERU; DO CRUZEIRO DO SUL E DO RIO BRANCO (BRASIL); DA ESTRELA POLAR DA NORUEGA; DO MERITO DA REPUBLICA HELENICA; DO MERITO DE ITALIA",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=94,2014-11-18T23:03:57.002145
95,Licínio Moreira,Nome Completo,PSD,False,,Data de Nascimento,ADVOGADO,,"NOTARIO; PRESIDENTE; PROFESSOR; DEPUTADO - III, IV E V LEGISLATURAS; VOGAL; VOGAL; VICE PRESIDENTE; VOGAL",,,MEDALHA DE OURO DE SERVIÇOS DISTINTOS P/ LIGA BOMB. PORTUG.,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=95,2014-11-18T23:03:57.119830
96,Luís Carrilho da Cunha,Nome Completo,PSD,False,,Data de Nascimento,TECNICO SUPERIOR,,DIRECTOR; MEMBRO,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=96,2014-11-18T23:03:57.235181
97,Luís Martins,Nome Completo,PSD,False,,Data de Nascimento,TECNICO COMERCIAL,,"PRESIDENTE; CONSELHEIRO NACIONAL; MEMBRO; SECRETARIO; VICE PRESIDENTE; VOGAL; DEPUTADO - I,II,III,IV E V LEGISLATURAS",,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=97,2014-11-18T23:03:57.351295
98,Luís David Nobre,Nome Completo,PSD,False,,Data de Nascimento,ADVOGADO,,PRESIDENTE; PRESIDENTE,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=98,2014-11-18T23:03:57.468330
99,Luís Pais de Sousa,Nome Completo,PSD,False,,Data de Nascimento,ADVOGADO,,DEPUTADO - V LEGISLATURA; PRESIDENTE; PRESIDENTE; MEMBRO; MEMBRO; PRESIDENTE,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=99,2014-11-18T23:03:57.586003
100,Luís Geraldes,Nome Completo,PSD,False,,Data de Nascimento,CORRECTOR DE SEGUROS MARITIMOS,,SECRETARIO GERAL ADJUNTO; DEPUTADO - IV E V LEGISLATURAS,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=100,2014-11-18T23:03:57.761930
101,Acácio Roque,Nome Completo,PSD,False,,Data de Nascimento,EMPREGADO BANCARIO,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=101,2014-11-18T23:03:57.876004
102,Casimiro de Almeida,Nome Completo,PSD,False,,Data de Nascimento,GESTOR,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=102,2014-11-18T23:03:57.987669
103,Antero Pinto,Nome Completo,PSD,False,,Data de Nascimento,GESTOR,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=103,2014-11-18T23:03:58.101991
104,Castro de Almeida,Nome Completo,PSD,False,,Data de Nascimento,ADVOGADO,,ADMINISTRADOR,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=104,2014-11-18T23:03:58.218013
105,Costa Andrade,Nome Completo,PSD,False,,Data de Nascimento,PROFESSOR UNIVERSITARIO,,DEPUTADO (DESDE A CONSTITUINTE),,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=105,2014-11-18T23:03:58.332820
106,Manuel Baptista Cardoso,Nome Completo,PSD,False,,Data de Nascimento,PROFISSIONAL DE SEGUROS,,DEPUTADO - V LEGISLATURA; CHEFE DE SINISTROS; MEMBRO; MEMBRO; MEMBRO; DEPUTADO - I LEGISLATURA,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=106,2014-11-18T23:03:58.448591
107,Lima Amorim,Nome Completo,PSD,False,,Data de Nascimento,COMERCIANTE,,PRESIDENTE; MEMBRO; PRESIDENTE; VICE PRESIDENTE,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=107,2014-11-18T23:03:58.565330
108,Manuel Moreira,Nome Completo,PSD,False,,Data de Nascimento,ASSISTENTE UNIVERSITÁRIO,,"MEMBRO; MEMBRO; COORDENADOR; DEPUTADO - I, II, III, IV E V LEGISLATURAS; MEMBRO; SECRETARIO; FUNDADOR; CONSELHEIRO NACIONAL; SECRETARIO GERAL ADJUNTO; VEREADOR",,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=108,2014-11-18T23:03:58.688537
109,Manuel Silva Azevedo,Nome Completo,PSD,False,,Data de Nascimento,BANCARIO-GERENTE DE ZONA,,MEMBRO; PRESIDENTE,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=109,2014-11-18T23:03:58.804657
110,Maria da Conceição Rodrigues,Nome Completo,PSD,False,,Data de Nascimento,ADVOGADA,,VEREADORA,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=110,2014-11-18T23:03:58.916926
111,Conceição Castro Pereira,Nome Completo,PSD,False,,Data de Nascimento,SECRETARIA,,DEPUTADO - V LEGISLATURA,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=111,2014-11-18T23:03:59.034287
112,Fernanda Mota Pinto,Nome Completo,PSD,False,,Data de Nascimento,PROFESSORA,,DIRECTORA REGIONAL; PROFESSORA; DIRECTORA,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=112,2014-11-18T23:03:59.149446
113,Fernanda Cardoso,Nome Completo,PSD,False,,Data de Nascimento,ADVOGADA,,PROFESSORA; GERENTE; MEMBRO; MEMBRO; COORDENADORA; ADVOGADA,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=113,2014-11-18T23:03:59.267124
114,Maria Leonor Beleza,Nome Completo,PSD,False,,Data de Nascimento,FUNCIONÁRIA PÚBLICA,,SECRETARIA DE ESTADO; MINISTRA DA SAUDE; SECRETARIA DE ESTADO,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=114,2014-11-18T23:03:59.382519
115,Maria Luisa Ferreira,Nome Completo,PSD,False,,Data de Nascimento,PROFESSORA DO ENSINO BASICO,,VOGAL; VEREADORA; MEMBRO; MEMBRO; MEMBRO; DEPUTADA - V LEGISLATURA,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=115,2014-11-18T23:03:59.501899
116,Maria de Lurdes Pombo,Nome Completo,PSD,False,,Data de Nascimento,APOSENTADA,,MEMBRO,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=116,2014-11-18T23:03:59.616159
117,Maria Manuela Aguiar,Nome Completo,PSD,False,,Data de Nascimento,JURISTA,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=117,2014-11-18T23:03:59.734848
118,Marília Raimundo,Nome Completo,PSD,False,,Data de Nascimento,PROFESSORA DO ENSINO SECUNDARIO,,DEPUTADA; GOVERNADORA CIVIL; PROFESSORA,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=118,2014-11-18T23:03:59.851693
119,Mário Maciel,Nome Completo,PSD,False,,Data de Nascimento,PROFESSOR DO ENSINO SECUNDARIO,,DEPUTADO REGIONAL; DEPUTADO - IV E V LEGISLATURA; DEPUTADO REGIONAL; PRESIDENTE,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=119,2014-11-18T23:03:59.969403
120,Mário Santos,Nome Completo,PSD,False,,Data de Nascimento,ADVOGADO,,DEPUTADO,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=120,2014-11-18T23:04:00.084603
121,Mário Albuquerque,Nome Completo,PSD,False,Curso do Magistério Primário; Frequência da Faculdade de Direito de Lisoa,Data de Nascimento,Professor do 1.º ciclo do Ensino Básico,Deputado na X Legislatura;; Presidente da Assembleia da secção de Ourém do PSD;; Vice-Presidente da Mesa da Assembleia Distrital do PSD;,"Presidente da Região de Turismo da Rota do Sol de Leiria-Fátima; Presidente da Comissão Política Concelhia de Ourém do PSD; Administrador Escolar no Distrito de Santarém; Deputado na IX Legislatura; Presidente da Assembleia Municipal de Ourém; Governador Civil de Santarém; Professor; Presidente da Comissão Parlamentar do Poder Local, Ambiente e Ordenamento do Território;; Vereador e Presidente da Câmara Municipal de Ourém; Deputado na IV, V, VI, VII e VIII Legislatura",,,Medalha de Ouro do município de Ourém;,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=121,2014-11-18T23:04:00.210057
122,Melchior Moreira,Nome Completo,PSD,False,Licenciatura em Educação Física; Curso do Magistério Público,Data de Nascimento,Professor do 2.º Ciclo do Ensino Básico,,"Deputado na X Legislatura e Membro Suplente do Conselho de Administração da Assembleia da República;; Deputado à Assembleia da República na VI, VIII e IX Legislatura;; Presidente da Assembleia Geral da Associação Humanitária dos Bombeiros Voluntários de Lamego; Vereador da Câmara Municipal de Lamego; Secretário da Comissão Parlamentar de Agricultura; Vice-Presidente da Comissão Política Distrital do PSD - Viseu; Coordenador Adjunto da Comissão do Poder Local",,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=122,2014-11-18T23:04:00.334164
